torneo,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,Valor_Local_USD_M,Valor_Visitante_USD_M,resultado
Campeonato 2016/17,10,San Martin (San Juan),Belgrano,2,1,,,,,,,,,,,,,,,11.95,21.525,L
Campeonato 2016/17,11,River Plate,Sarmiento,1,1,,,,,,,,,,,,,,,98.75,17.2,E
Campeonato 2016/17,12,Talleres,Godoy Cruz,1,0,,,,,,,,,,,,,,,23.35,23.35,L
Campeonato 2016/17,13,Arsenal de Sarandi,Independiente,0,2,,,,,,,,,,,,,,,14.25,51.55,V
Campeonato 2016/17,14,Patronato,Olimpo,3,4,,,,,,,,,,,,,,,8.375,14.925,V
Campeonato 2016/17,15,Colon,Tigre,2,1,,,,,,,,,,,,,,,23.9,19.3,L
Campeonato 2016/17,1,Quilmes,Talleres,1,0,,,,,,,,,,,,,,,9.8,23.35,L
Campeonato 2016/17,2,Independiente,Estudiantes de La Plata,2,2,,,,,,,,,,,,,,,51.55,49.475,E
Campeonato 2016/17,3,Gimnasia y Esgrima La Plata,San Lorenzo de Almagro,0,1,,,,,,,,,,,,,,,23.875,61.575,V
Campeonato 2016/17,4,Huracan,Newells,0,1,,,,,,,,,,,,,,,27.575,28.075,V
Campeonato 2016/17,5,Sarmiento,Colon,0,4,,,,,,,,,,,,,,,17.2,23.9,V
Campeonato 2016/17,6,Tigre,Banfield,0,1,,,,,,,,,,,,,,,19.3,20.025,V
Campeonato 2016/17,7,Temperley,Racing Club,3,0,,,,,,,,,,,,,,,13.35,66.525,L
Campeonato 2016/17,8,Union,Patronato,0,0,,,,,,,,,,,,,,,20.525,8.375,E
Campeonato 2016/17,9,Godoy Cruz,San Martin (San Juan),0,0,,,,,,,,,,,,,,,23.35,11.95,E
Campeonato 2016/17,10,Rosario Central,Aldosivi,2,0,,,,,,,,,,,,,,,49.075,11.325,L
Campeonato 2016/17,11,Boca Juniors,Arsenal de Sarandi,3,0,,,,,,,,,,,,,,,98.875,14.25,L
Campeonato 2016/17,12,Olimpo,Atletico de Rafaela,1,2,,,,,,,,,,,,,,,14.925,11.85,V
Campeonato 2016/17,13,Belgrano,Defensa y Justicia,0,1,,,,,,,,,,,,,,,21.525,25.75,V
Campeonato 2016/17,14,Lanus,Velez Sarsfield,2,0,,,,,,,,,,,,,,,42.7,33.0,L
Campeonato 2016/17,15,Atl Tucuman,River Plate,0,3,,,,,,,,,,,,,,,23.725,98.75,V
Campeonato 2016/17,1,San Martin (San Juan),Quilmes,1,0,,,,,,,,,,,,,,,11.95,9.8,L
Campeonato 2016/17,2,Talleres,Tigre,1,2,,,,,,,,,,,,,,,23.35,19.3,V
Campeonato 2016/17,3,Patronato,Lanus,0,2,,,,,,,,,,,,,,,8.375,42.7,V
Campeonato 2016/17,4,Racing Club,Gimnasia y Esgrima La Plata,1,0,,,,,,,,,,,,,,,66.525,23.875,L
Campeonato 2016/17,5,Atletico de Rafaela,Union,3,0,,,,,,,,,,,,,,,11.85,20.525,L
Campeonato 2016/17,6,River Plate,Temperley,4,1,,,,,,,,,,,,,,,98.75,13.35,L
Campeonato 2016/17,7,Estudiantes de La Plata,Boca Juniors,0,0,,,,,,,,,,,,,,,49.475,98.875,E
Campeonato 2016/17,8,Aldosivi,Huracan,0,3,,,,,,,,,,,,,,,11.325,27.575,V
Campeonato 2016/17,9,Defensa y Justicia,Godoy Cruz,0,0,,,,,,,,,,,,,,,25.75,23.35,E
Campeonato 2016/17,10,San Lorenzo de Almagro,Rosario Central,2,1,,,,,,,,,,,,,,,61.575,49.075,L
Campeonato 2016/17,11,Newells,Independiente,2,4,,,,,,,,,,,,,,,28.075,51.55,V
Campeonato 2016/17,12,Colon,Atl Tucuman,2,2,,,,,,,,,,,,,,,23.9,23.725,E
Campeonato 2016/17,13,Banfield,Sarmiento,2,0,,,,,,,,,,,,,,,20.025,17.2,L
Campeonato 2016/17,14,Velez Sarsfield,Belgrano,1,2,,,,,,,,,,,,,,,33.0,21.525,V
Campeonato 2016/17,15,Arsenal de Sarandi,Olimpo,1,0,,,,,,,,,,,,,,,14.25,14.925,L
Campeonato 2016/17,1,San Martin (San Juan),Godoy Cruz,1,2,,,,,,,,,,,,,,,11.95,23.35,V
Campeonato 2016/17,2,Talleres,Belgrano,1,1,,,,,,,,,,,,,,,23.35,21.525,E
Campeonato 2016/17,3,Estudiantes de La Plata,Gimnasia y Esgrima La Plata,1,0,,,,,,,,,,,,,,,49.475,23.875,L
Campeonato 2016/17,4,Banfield,Lanus,1,0,,,,,,,,,,,,,,,20.025,42.7,L
Campeonato 2016/17,5,Atletico de Rafaela,Atl Tucuman,1,0,,,,,,,,,,,,,,,11.85,23.725,L
Campeonato 2016/17,6,Huracan,San Lorenzo de Almagro,0,1,,,,,,,,,,,,,,,27.575,61.575,V
Campeonato 2016/17,7,Olimpo,Aldosivi,2,0,,,,,,,,,,,,,,,14.925,11.325,L
Campeonato 2016/17,8,Colon,Union,1,1,,,,,,,,,,,,,,,23.9,20.525,E
Campeonato 2016/17,9,Newells,Rosario Central,1,3,,,,,,,,,,,,,,,28.075,49.075,V
Campeonato 2016/17,10,Boca Juniors,River Plate,1,3,,,,,,,,,,,,,,,98.875,98.75,V
Campeonato 2016/17,11,Independiente,Racing Club,2,0,,,,,,,,,,,,,,,51.55,66.525,L
Campeonato 2016/17,12,Patronato,Sarmiento,2,2,,,,,,,,,,,,,,,8.375,17.2,E
Campeonato 2016/17,13,Arsenal de Sarandi,Temperley,2,0,,,,,,,,,,,,,,,14.25,13.35,L
Campeonato 2016/17,14,Defensa y Justicia,Quilmes,2,0,,,,,,,,,,,,,,,25.75,9.8,L
Campeonato 2016/17,15,Velez Sarsfield,Tigre,2,1,,,,,,,,,,,,,,,33.0,19.3,L
Campeonato 2016/17,1,Atl Tucuman,Banfield,3,0,,,,,,,,,,,,,,,23.725,20.025,L
Campeonato 2016/17,2,Belgrano,Patronato,1,1,,,,,,,,,,,,,,,21.525,8.375,E
Campeonato 2016/17,3,Lanus,Atletico de Rafaela,2,0,,,,,,,,,,,,,,,42.7,11.85,L
Campeonato 2016/17,4,Sarmiento,Talleres,1,4,,,,,,,,,,,,,,,17.2,23.35,V
Campeonato 2016/17,5,Boca Juniors,Newells,1,0,,,,,,,,,,,,,,,98.875,28.075,L
Campeonato 2016/17,6,Tigre,San Martin (San Juan),1,1,,,,,,,,,,,,,,,19.3,11.95,E
Campeonato 2016/17,7,Union,Arsenal de Sarandi,0,1,,,,,,,,,,,,,,,20.525,14.25,V
Campeonato 2016/17,8,Independiente,Huracan,2,1,,,,,,,,,,,,,,,51.55,27.575,L
Campeonato 2016/17,9,Godoy Cruz,Velez Sarsfield,3,0,,,,,,,,,,,,,,,23.35,33.0,L
Campeonato 2016/17,10,San Lorenzo de Almagro,Aldosivi,0,1,,,,,,,,,,,,,,,61.575,11.325,V
Campeonato 2016/17,11,Temperley,Colon,3,0,,,,,,,,,,,,,,,13.35,23.9,L
Campeonato 2016/17,12,Quilmes,Defensa y Justicia,0,2,,,,,,,,,,,,,,,9.8,25.75,V
Campeonato 2016/17,13,Rosario Central,Racing Club,4,1,,,,,,,,,,,,,,,49.075,66.525,L
Campeonato 2016/17,14,Olimpo,Estudiantes de La Plata,3,1,,,,,,,,,,,,,,,14.925,49.475,L
Campeonato 2016/17,15,Gimnasia y Esgrima La Plata,River Plate,0,3,,,,,,,,,,,,,,,23.875,98.75,V
Campeonato 2016/17,1,Aldosivi,Independiente,0,0,,,,,,,,,,,,,,,11.325,51.55,E
Campeonato 2016/17,2,Colon,Gimnasia y Esgrima La Plata,1,2,,,,,,,,,,,,,,,23.9,23.875,V
Campeonato 2016/17,3,Banfield,Temperley,3,1,,,,,,,,,,,,,,,20.025,13.35,L
Campeonato 2016/17,4,Newells,Olimpo,3,2,,,,,,,,,,,,,,,28.075,14.925,L
Campeonato 2016/17,5,San Martin (San Juan),Sarmiento,4,2,,,,,,,,,,,,,,,11.95,17.2,L
Campeonato 2016/17,6,Huracan,Boca Juniors,1,1,,,,,,,,,,,,,,,27.575,98.875,E
Campeonato 2016/17,7,Racing Club,San Lorenzo de Almagro,2,1,,,,,,,,,,,,,,,66.525,61.575,L
Campeonato 2016/17,8,Defensa y Justicia,Tigre,1,0,,,,,,,,,,,,,,,25.75,19.3,L
Campeonato 2016/17,9,Arsenal de Sarandi,Lanus,0,2,,,,,,,,,,,,,,,14.25,42.7,V
Campeonato 2016/17,10,Talleres,Atl Tucuman,2,1,,,,,,,,,,,,,,,23.35,23.725,L
Campeonato 2016/17,11,River Plate,Rosario Central,0,0,,,,,,,,,,,,,,,98.75,49.075,E
Campeonato 2016/17,12,Atletico de Rafaela,Belgrano,1,2,,,,,,,,,,,,,,,11.85,21.525,V
Campeonato 2016/17,13,Patronato,Godoy Cruz,0,3,,,,,,,,,,,,,,,8.375,23.35,V
Campeonato 2016/17,14,Estudiantes de La Plata,Union,2,0,,,,,,,,,,,,,,,49.475,20.525,L
Campeonato 2016/17,15,Velez Sarsfield,Quilmes,0,0,,,,,,,,,,,,,,,33.0,9.8,E
Campeonato 2016/17,1,Sarmiento,Defensa y Justicia,1,0,,,,,,,,,,,,,,,17.2,25.75,L
Campeonato 2016/17,2,Godoy Cruz,Atletico de Rafaela,0,2,,,,,,,,,,,,,,,23.35,11.85,V
Campeonato 2016/17,3,Tigre,Velez Sarsfield,0,3,,,,,,,,,,,,,,,19.3,33.0,V
Campeonato 2016/17,4,Temperley,Talleres,2,1,,,,,,,,,,,,,,,13.35,23.35,L
Campeonato 2016/17,5,Rosario Central,Colon,0,0,,,,,,,,,,,,,,,49.075,23.9,E
Campeonato 2016/17,6,Union,Newells,2,1,,,,,,,,,,,,,,,20.525,28.075,L
Campeonato 2016/17,7,Lanus,Estudiantes de La Plata,1,0,,,,,,,,,,,,,,,42.7,49.475,L
Campeonato 2016/17,8,San Lorenzo de Almagro,River Plate,2,1,,,,,,,,,,,,,,,61.575,98.75,L
Campeonato 2016/17,9,Gimnasia y Esgrima La Plata,Banfield,1,2,,,,,,,,,,,,,,,23.875,20.025,V
Campeonato 2016/17,10,Belgrano,Arsenal de Sarandi,1,2,,,,,,,,,,,,,,,21.525,14.25,V
Campeonato 2016/17,11,Olimpo,Huracan,3,1,,,,,,,,,,,,,,,14.925,27.575,L
Campeonato 2016/17,12,Atl Tucuman,San Martin (San Juan),1,2,,,,,,,,,,,,,,,23.725,11.95,V
Campeonato 2016/17,13,Boca Juniors,Independiente,3,0,,,,,,,,,,,,,,,98.875,51.55,L
Campeonato 2016/17,14,Quilmes,Patronato,0,1,,,,,,,,,,,,,,,9.8,8.375,V
Campeonato 2016/17,15,Racing Club,Aldosivi,1,1,,,,,,,,,,,,,,,66.525,11.325,E
Campeonato 2016/17,1,Colon,San Lorenzo de Almagro,2,1,,,,,,,,,,,,,,,23.9,61.575,L
Campeonato 2016/17,2,San Martin (San Juan),Temperley,0,1,,,,,,,,,,,,,,,11.95,13.35,V
Campeonato 2016/17,3,Huracan,Union,1,0,,,,,,,,,,,,,,,27.575,20.525,L
Campeonato 2016/17,4,Talleres,Gimnasia y Esgrima La Plata,0,1,,,,,,,,,,,,,,,23.35,23.875,V
Campeonato 2016/17,5,Banfield,Rosario Central,3,1,,,,,,,,,,,,,,,20.025,49.075,L
Campeonato 2016/17,6,Arsenal de Sarandi,Godoy Cruz,1,2,,,,,,,,,,,,,,,14.25,23.35,V
Campeonato 2016/17,7,Estudiantes de La Plata,Belgrano,2,0,,,,,,,,,,,,,,,49.475,21.525,L
Campeonato 2016/17,8,Atletico de Rafaela,Quilmes,1,1,,,,,,,,,,,,,,,11.85,9.8,E
Campeonato 2016/17,9,Aldosivi,Boca Juniors,0,4,,,,,,,,,,,,,,,11.325,98.875,V
Campeonato 2016/17,10,Velez Sarsfield,Sarmiento,5,1,,,,,,,,,,,,,,,33.0,17.2,L
Campeonato 2016/17,11,Newells,Lanus,1,1,,,,,,,,,,,,,,,28.075,42.7,E
Campeonato 2016/17,12,Patronato,Tigre,0,2,,,,,,,,,,,,,,,8.375,19.3,V
Campeonato 2016/17,13,Independiente,Olimpo,1,1,,,,,,,,,,,,,,,51.55,14.925,E
Campeonato 2016/17,14,Defensa y Justicia,Atl Tucuman,3,0,,,,,,,,,,,,,,,25.75,23.725,L
Campeonato 2016/17,15,River Plate,Racing Club,2,3,,,,,,,,,,,,,,,98.75,66.525,V
Campeonato 2016/17,1,San Lorenzo de Almagro,Banfield,1,0,,,,,,,,,,,,,,,61.575,20.025,L
Campeonato 2016/17,2,Gimnasia y Esgrima La Plata,San Martin (San Juan),2,0,,,,,,,,,,,,,,,23.875,11.95,L
Campeonato 2016/17,3,Rosario Central,Talleres,3,3,,,,,,,,,,,,,,,49.075,23.35,E
Campeonato 2016/17,4,Quilmes,Arsenal de Sarandi,2,2,,,,,,,,,,,,,,,9.8,14.25,E
Campeonato 2016/17,5,Temperley,Defensa y Justicia,2,3,,,,,,,,,,,,,,,13.35,25.75,V
Campeonato 2016/17,6,Racing Club,Colon,1,0,,,,,,,,,,,,,,,66.525,23.9,L
Campeonato 2016/17,7,Olimpo,Boca Juniors,2,2,,,,,,,,,,,,,,,14.925,98.875,E
Campeonato 2016/17,8,River Plate,Aldosivi,1,0,,,,,,,,,,,,,,,98.75,11.325,L
Campeonato 2016/17,9,Belgrano,Newells,2,1,,,,,,,,,,,,,,,21.525,28.075,L
Campeonato 2016/17,10,Lanus,Huracan,2,0,,,,,,,,,,,,,,,42.7,27.575,L
Campeonato 2016/17,11,Sarmiento,Patronato,1,3,,,,,,,,,,,,,,,17.2,8.375,V
Campeonato 2016/17,12,Tigre,Atletico de Rafaela,1,0,,,,,,,,,,,,,,,19.3,11.85,L
Campeonato 2016/17,13,Godoy Cruz,Estudiantes de La Plata,0,2,,,,,,,,,,,,,,,23.35,49.475,V
Campeonato 2016/17,14,Union,Independiente,0,3,,,,,,,,,,,,,,,20.525,51.55,V
Campeonato 2016/17,15,Atl Tucuman,Velez Sarsfield,1,1,,,,,,,,,,,,,,,23.725,33.0,E
Campeonato 2016/17,1,Defensa y Justicia,Gimnasia y Esgrima La Plata,1,0,,,,,,,,,,,,,,,25.75,23.875,L
Campeonato 2016/17,2,San Martin (San Juan),Rosario Central,1,1,,,,,,,,,,,,,,,11.95,49.075,E
Campeonato 2016/17,3,Boca Juniors,Union,2,1,,,,,,,,,,,,,,,98.875,20.525,L
Campeonato 2016/17,4,Atletico de Rafaela,Sarmiento,2,3,,,,,,,,,,,,,,,11.85,17.2,V
Campeonato 2016/17,5,Banfield,Racing Club,1,3,,,,,,,,,,,,,,,20.025,66.525,V
Campeonato 2016/17,6,Colon,River Plate,0,0,,,,,,,,,,,,,,,23.9,98.75,E
Campeonato 2016/17,7,Patronato,Atl Tucuman,1,1,,,,,,,,,,,,,,,8.375,23.725,E
Campeonato 2016/17,8,Arsenal de Sarandi,Tigre,2,1,,,,,,,,,,,,,,,14.25,19.3,L
Campeonato 2016/17,9,Huracan,Belgrano,0,0,,,,,,,,,,,,,,,27.575,21.525,E
Campeonato 2016/17,10,Velez Sarsfield,Temperley,0,0,,,,,,,,,,,,,,,33.0,13.35,E
Campeonato 2016/17,11,Aldosivi,Olimpo,0,3,,,,,,,,,,,,,,,11.325,14.925,V
Campeonato 2016/17,12,Estudiantes de La Plata,Quilmes,1,0,,,,,,,,,,,,,,,49.475,9.8,L
Campeonato 2016/17,13,Newells,Godoy Cruz,0,2,,,,,,,,,,,,,,,28.075,23.35,V
Campeonato 2016/17,14,Talleres,San Lorenzo de Almagro,1,1,,,,,,,,,,,,,,,23.35,61.575,E
Campeonato 2016/17,15,Independiente,Lanus,1,1,,,,,,,,,,,,,,,51.55,42.7,E
Campeonato 2017/18,1,Tigre,Velez Sarsfield,0,3,,,,,,,,,,,,,0.0,0.0,15.45,50.825,V
Campeonato 2017/18,2,Banfield,Belgrano,2,1,,,,,,,,,,,,,0.0,0.0,21.225,24.475,L
Campeonato 2017/18,3,Defensa y Justicia,Gimnasia y Esgrima La Plata,4,4,,,,,,,,,,,,,0.0,0.0,32.725,18.075,E
Campeonato 2017/18,4,Colon,Rosario Central,1,1,,,,,,,,,,,,,0.0,0.0,37.3,33.525,E
Campeonato 2017/18,5,Talleres,Lanus,5,2,,,,,,,,,,,,,0.0,0.0,41.7,51.1,L
Campeonato 2017/18,6,Independiente,Huracan,3,1,,,,,,,,,,,,,0.0,0.0,114.825,44.825,L
Campeonato 2017/18,7,San Martin (San Juan),Patronato,2,0,,,,,,,,,,,,,0.0,0.0,17.2,11.775,L
Campeonato 2017/18,8,Atl Tucuman,Godoy Cruz,2,1,,,,,,,,,,,,,0.0,0.0,18.95,41.6,L
Campeonato 2017/18,9,San Lorenzo de Almagro,Racing Club,1,1,,,,,,,,,,,,,0.0,0.0,49.825,89.025,E
Campeonato 2017/18,10,Boca Juniors,Olimpo,3,0,,,,,,,,,,,,,0.0,0.0,122.0,9.35,L
Campeonato 2017/18,11,Temperley,River Plate,0,1,,,,,,,,,,,,,0.0,0.0,10.2,107.15,V
Campeonato 2017/18,12,Newells,Union,1,1,,,,,,,,,,,,,0.0,0.0,23.55,23.15,E
Campeonato 2017/18,13,Estudiantes de La Plata,Arsenal de Sarandi,2,1,,,,,,,,,,,,,0.0,0.0,30.4,9.05,L
Campeonato 2017/18,14,Argentinos Juniors,Chacarita Juniors,1,0,,,,,,,,,,,,,0.0,0.0,30.85,7.95,L
Campeonato 2017/18,1,Velez Sarsfield,Atl Tucuman,2,0,,,,,,,,,,,,,0.0,0.0,50.825,18.95,L
Campeonato 2017/18,2,Arsenal de Sarandi,Colon,0,1,,,,,,,,,,,,,0.0,0.0,9.05,37.3,V
Campeonato 2017/18,3,Olimpo,Independiente,1,1,,,,,,,,,,,,,0.0,0.0,9.35,114.825,E
Campeonato 2017/18,4,Belgrano,San Martin (San Juan),1,0,,,,,,,,,,,,,0.0,0.0,24.475,17.2,L
Campeonato 2017/18,5,Estudiantes de La Plata,Defensa y Justicia,0,1,,,,,,,,,,,,,0.0,0.0,30.4,32.725,V
Campeonato 2017/18,6,Patronato,Argentinos Juniors,2,1,,,,,,,,,,,,,0.0,0.0,11.775,30.85,L
Campeonato 2017/18,7,Racing Club,Temperley,4,1,,,,,,,,,,,,,0.0,0.0,89.025,10.2,L
Campeonato 2017/18,8,Chacarita Juniors,Tigre,1,1,,,,,,,,,,,,,0.0,0.0,7.95,15.45,E
Campeonato 2017/18,9,Godoy Cruz,Talleres,2,1,,,,,,,,,,,,,0.0,0.0,41.6,41.7,L
Campeonato 2017/18,10,Rosario Central,San Lorenzo de Almagro,0,0,,,,,,,,,,,,,0.0,0.0,33.525,49.825,E
Campeonato 2017/18,11,River Plate,Banfield,3,1,,,,,,,,,,,,,0.0,0.0,107.15,21.225,L
Campeonato 2017/18,12,Lanus,Boca Juniors,0,1,,,,,,,,,,,,,0.0,0.0,51.1,122.0,V
Campeonato 2017/18,13,Union,Gimnasia y Esgrima La Plata,1,0,,,,,,,,,,,,,0.0,0.0,23.15,18.075,L
Campeonato 2017/18,14,Huracan,Newells,1,0,,,,,,,,,,,,,0.0,0.0,44.825,23.55,L
Campeonato 2017/18,1,Tigre,Patronato,1,3,,,,,,,,,,,,,0.0,0.0,15.45,11.775,V
Campeonato 2017/18,2,Colon,Estudiantes de La Plata,0,0,,,,,,,,,,,,,0.0,0.0,37.3,30.4,E
Campeonato 2017/18,3,Defensa y Justicia,Union,1,3,,,,,,,,,,,,,0.0,0.0,32.725,23.15,V
Campeonato 2017/18,4,Argentinos Juniors,Belgrano,1,2,,,,,,,,,,,,,0.0,0.0,30.85,24.475,V
Campeonato 2017/18,5,Newells,Olimpo,2,0,,,,,,,,,,,,,0.0,0.0,23.55,9.35,L
Campeonato 2017/18,6,San Lorenzo de Almagro,Arsenal de Sarandi,1,0,,,,,,,,,,,,,0.0,0.0,49.825,9.05,L
Campeonato 2017/18,7,Independiente,Lanus,0,1,,,,,,,,,,,,,0.0,0.0,114.825,51.1,V
Campeonato 2017/18,8,Talleres,Velez Sarsfield,0,0,,,,,,,,,,,,,0.0,0.0,41.7,50.825,E
Campeonato 2017/18,9,Atl Tucuman,Chacarita Juniors,1,1,,,,,,,,,,,,,0.0,0.0,18.95,7.95,E
Campeonato 2017/18,10,Banfield,Racing Club,1,0,,,,,,,,,,,,,0.0,0.0,21.225,89.025,L
Campeonato 2017/18,11,Boca Juniors,Godoy Cruz,4,1,,,,,,,,,,,,,0.0,0.0,122.0,41.6,L
Campeonato 2017/18,12,San Martin (San Juan),River Plate,1,3,,,,,,,,,,,,,0.0,0.0,17.2,107.15,V
Campeonato 2017/18,13,Gimnasia y Esgrima La Plata,Huracan,1,3,,,,,,,,,,,,,0.0,0.0,18.075,44.825,V
Campeonato 2017/18,14,Temperley,Rosario Central,1,1,,,,,,,,,,,,,0.0,0.0,10.2,33.525,E
Campeonato 2017/18,1,Belgrano,Tigre,0,0,,,,,,,,,,,,,0.0,0.0,24.475,15.45,E
Campeonato 2017/18,2,Patronato,Atl Tucuman,2,1,,,,,,,,,,,,,0.0,0.0,11.775,18.95,L
Campeonato 2017/18,3,Arsenal de Sarandi,Temperley,0,1,,,,,,,,,,,,,0.0,0.0,9.05,10.2,V
Campeonato 2017/18,4,Huracan,Union,0,0,,,,,,,,,,,,,0.0,0.0,44.825,23.15,E
Campeonato 2017/18,5,Chacarita Juniors,Talleres,0,1,,,,,,,,,,,,,0.0,0.0,7.95,41.7,V
Campeonato 2017/18,6,Velez Sarsfield,Boca Juniors,0,4,,,,,,,,,,,,,0.0,0.0,50.825,122.0,V
Campeonato 2017/18,7,Godoy Cruz,Independiente,1,0,,,,,,,,,,,,,0.0,0.0,41.6,114.825,L
Campeonato 2017/18,8,Colon,Defensa y Justicia,3,1,,,,,,,,,,,,,0.0,0.0,37.3,32.725,L
Campeonato 2017/18,9,Olimpo,Gimnasia y Esgrima La Plata,0,1,,,,,,,,,,,,,0.0,0.0,9.35,18.075,V
Campeonato 2017/18,10,Rosario Central,Banfield,0,4,,,,,,,,,,,,,0.0,0.0,33.525,21.225,V
Campeonato 2017/18,11,River Plate,Argentinos Juniors,1,1,,,,,,,,,,,,,0.0,0.0,107.15,30.85,E
Campeonato 2017/18,12,Racing Club,San Martin (San Juan),0,0,,,,,,,,,,,,,0.0,0.0,89.025,17.2,E
Campeonato 2017/18,13,Lanus,Newells,1,0,,,,,,,,,,,,,0.0,0.0,51.1,23.55,L
Campeonato 2017/18,14,Estudiantes de La Plata,San Lorenzo de Almagro,1,3,,,,,,,,,,,,,0.0,0.0,30.4,49.825,V
Campeonato 2017/18,1,Union,Olimpo,2,0,,,,,,,,,,,,,0.0,0.0,23.15,9.35,L
Campeonato 2017/18,2,Defensa y Justicia,Huracan,0,0,,,,,,,,,,,,,0.0,0.0,32.725,44.825,E
Campeonato 2017/18,3,Atl Tucuman,Belgrano,0,0,,,,,,,,,,,,,0.0,0.0,18.95,24.475,E
Campeonato 2017/18,4,San Lorenzo de Almagro,Colon,0,0,,,,,,,,,,,,,0.0,0.0,49.825,37.3,E
Campeonato 2017/18,5,Temperley,Estudiantes de La Plata,0,3,,,,,,,,,,,,,0.0,0.0,10.2,30.4,V
Campeonato 2017/18,6,Gimnasia y Esgrima La Plata,Lanus,1,3,,,,,,,,,,,,,0.0,0.0,18.075,51.1,V
Campeonato 2017/18,7,Argentinos Juniors,Racing Club,2,0,,,,,,,,,,,,,0.0,0.0,30.85,89.025,L
Campeonato 2017/18,8,Talleres,Patronato,1,0,,,,,,,,,,,,,0.0,0.0,41.7,11.775,L
Campeonato 2017/18,9,San Martin (San Juan),Rosario Central,3,1,,,,,,,,,,,,,0.0,0.0,17.2,33.525,L
Campeonato 2017/18,10,Independiente,Velez Sarsfield,1,0,,,,,,,,,,,,,0.0,0.0,114.825,50.825,L
Campeonato 2017/18,11,Boca Juniors,Chacarita Juniors,1,0,,,,,,,,,,,,,0.0,0.0,122.0,7.95,L
Campeonato 2017/18,12,Tigre,River Plate,1,1,,,,,,,,,,,,,0.0,0.0,15.45,107.15,E
Campeonato 2017/18,13,Banfield,Arsenal de Sarandi,1,2,,,,,,,,,,,,,0.0,0.0,21.225,9.05,V
Campeonato 2017/18,14,Newells,Godoy Cruz,0,0,,,,,,,,,,,,,0.0,0.0,23.55,41.6,E
Campeonato 2017/18,1,Lanus,Union,2,1,,,,,,,,,,,,,0.0,0.0,51.1,23.15,L
Campeonato 2017/18,2,San Lorenzo de Almagro,Defensa y Justicia,3,1,,,,,,,,,,,,,0.0,0.0,49.825,32.725,L
Campeonato 2017/18,3,Colon,Temperley,2,0,,,,,,,,,,,,,0.0,0.0,37.3,10.2,L
Campeonato 2017/18,4,Rosario Central,Argentinos Juniors,1,3,,,,,,,,,,,,,0.0,0.0,33.525,30.85,V
Campeonato 2017/18,5,Estudiantes de La Plata,Banfield,1,1,,,,,,,,,,,,,0.0,0.0,30.4,21.225,E
Campeonato 2017/18,6,Velez Sarsfield,Newells,1,0,,,,,,,,,,,,,0.0,0.0,50.825,23.55,L
Campeonato 2017/18,7,Racing Club,Tigre,1,0,,,,,,,,,,,,,0.0,0.0,89.025,15.45,L
Campeonato 2017/18,8,Chacarita Juniors,Independiente,1,2,,,,,,,,,,,,,0.0,0.0,7.95,114.825,V
Campeonato 2017/18,9,Godoy Cruz,Gimnasia y Esgrima La Plata,3,0,,,,,,,,,,,,,0.0,0.0,41.6,18.075,L
Campeonato 2017/18,10,Belgrano,Talleres,0,0,,,,,,,,,,,,,0.0,0.0,24.475,41.7,E
Campeonato 2017/18,11,River Plate,Atl Tucuman,2,2,,,,,,,,,,,,,0.0,0.0,107.15,18.95,E
Campeonato 2017/18,12,Patronato,Boca Juniors,0,2,,,,,,,,,,,,,0.0,0.0,11.775,122.0,V
Campeonato 2017/18,13,Olimpo,Huracan,0,2,,,,,,,,,,,,,0.0,0.0,9.35,44.825,V
Campeonato 2017/18,14,Arsenal de Sarandi,San Martin (San Juan),0,1,,,,,,,,,,,,,0.0,0.0,9.05,17.2,V
Campeonato 2017/18,1,Banfield,Colon,1,1,,,,,,,,,,,,,0.0,0.0,21.225,37.3,E
Campeonato 2017/18,2,Argentinos Juniors,Arsenal de Sarandi,3,2,,,,,,,,,,,,,0.0,0.0,30.85,9.05,L
Campeonato 2017/18,3,Union,Godoy Cruz,2,0,,,,,,,,,,,,,0.0,0.0,23.15,41.6,L
Campeonato 2017/18,4,Huracan,Lanus,4,0,,,,,,,,,,,,,0.0,0.0,44.825,51.1,L
Campeonato 2017/18,5,San Martin (San Juan),Estudiantes de La Plata,1,0,,,,,,,,,,,,,0.0,0.0,17.2,30.4,L
Campeonato 2017/18,6,Atl Tucuman,Racing Club,3,1,,,,,,,,,,,,,0.0,0.0,18.95,89.025,L
Campeonato 2017/18,7,Talleres,River Plate,4,0,,,,,,,,,,,,,0.0,0.0,41.7,107.15,L
Campeonato 2017/18,8,Newells,Chacarita Juniors,2,1,,,,,,,,,,,,,0.0,0.0,23.55,7.95,L
Campeonato 2017/18,9,Gimnasia y Esgrima La Plata,Velez Sarsfield,4,0,,,,,,,,,,,,,0.0,0.0,18.075,50.825,L
Campeonato 2017/18,10,Temperley,San Lorenzo de Almagro,0,2,,,,,,,,,,,,,0.0,0.0,10.2,49.825,V
Campeonato 2017/18,11,Boca Juniors,Belgrano,4,0,,,,,,,,,,,,,0.0,0.0,122.0,24.475,L
Campeonato 2017/18,12,Independiente,Patronato,1,1,,,,,,,,,,,,,0.0,0.0,114.825,11.775,E
